MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
"Jan 06, 2020 - IND @ CHA",W,48,115,47,89,52.8,10,26,38.5,11,14,78.6,12,31,43,31,11,8,5,23
"Jan 04, 2020 - IND @ ATL",L,48,111,36,87,41.4,10,27,37.0,29,35,82.9,13,26,39,24,11,8,4,24
"Jan 02, 2020 - IND vs. DEN",L,48,116,43,82,52.4,12,26,46.2,18,25,72.0,9,25,34,32,9,7,3,21
"Dec 31, 2019 - IND vs. PHI",W,48,115,42,86,48.8,11,25,44.0,20,26,76.9,5,33,38,35,6,3,6,16
"Dec 28, 2019 - IND @ NOP",L,48,98,33,85,38.8,6,28,21.4,26,29,89.7,12,34,46,17,18,6,2,16
"Dec 27, 2019 - IND @ MIA",L,48,112,44,90,48.9,14,31,45.2,10,12,83.3,2,32,34,27,4,8,4,16
"Dec 23, 2019 - IND vs. TOR",W,53,120,45,95,47.4,18,42,42.9,12,20,60.0,13,32,45,34,14,7,8,22
"Dec 22, 2019 - IND @ MIL",L,48,89,37,100,37.0,12,40,30.0,3,5,60.0,10,38,48,27,13,7,5,15
"Dec 20, 2019 - IND vs. SAC",W,48,119,45,86,52.3,14,31,45.2,15,18,83.3,7,32,39,34,9,5,7,15
"Dec 17, 2019 - IND vs. LAL",W,48,105,41,85,48.2,10,25,40.0,13,20,65.0,13,30,43,22,13,9,6,21
"Dec 15, 2019 - IND vs. CHA",W,48,107,40,88,45.5,10,35,28.6,17,20,85.0,8,43,51,30,9,6,9,25
"Dec 13, 2019 - IND @ ATL",W,48,110,46,92,50.0,7,22,31.8,11,15,73.3,6,40,46,28,15,7,0,21
"Dec 11, 2019 - IND vs. BOS",W,48,122,41,85,48.2,10,25,40.0,30,36,83.3,5,31,36,27,10,11,4,18
"Dec 09, 2019 - IND vs. LAC",L,48,99,34,97,35.1,10,35,28.6,21,28,75.0,14,42,56,16,13,7,3,21
"Dec 07, 2019 - IND @ NYK",W,48,104,41,85,48.2,12,28,42.9,10,13,76.9,5,37,42,26,17,7,9,17
"Dec 06, 2019 - IND @ DET",L,48,101,38,83,45.8,9,24,37.5,16,20,80.0,5,28,33,24,12,8,9,18
"Dec 04, 2019 - IND @ OKC",W,48,107,42,87,48.3,9,24,37.5,14,17,82.4,11,28,39,19,9,5,1,21
"Dec 02, 2019 - IND @ MEM",W,48,117,44,88,50.0,16,38,42.1,13,15,86.7,8,36,44,31,15,4,2,22
"Nov 30, 2019 - IND @ PHI",L,48,116,42,76,55.3,11,22,50.0,21,25,84.0,3,28,31,22,20,7,3,24
"Nov 29, 2019 - IND vs. ATL",W,53,105,39,92,42.4,6,26,23.1,21,28,75.0,9,33,42,19,16,12,6,20
"Nov 27, 2019 - IND vs. UTA",W,48,121,50,96,52.1,8,22,36.4,13,16,81.3,11,31,42,23,12,8,4,19
"Nov 25, 2019 - IND vs. MEM",W,48,126,51,94,54.3,18,33,54.5,6,10,60.0,10,37,47,29,13,6,6,11
